date,time,decision_type,decision_quality,confidence,energy
2023-06-05,14:53,Creative,2.53,3.2,1.0
2023-06-05,15:53,Emotional,2.95,2.41,3.58
2023-06-05,19:53,Analytical,1.0,1.0,5.9
2023-06-05,20:53,Emotional,2.22,1.84,3.74
2023-06-06,09:36,Analytical,9.12,9.56,8.18
2023-06-06,19:36,Analytical,10.0,10.0,9.16
2023-06-06,20:36,Creative,7.97,8.63,8.96
2023-06-06,13:36,Analytical,9.98,10.0,6.29
2023-06-06,11:36,Creative,6.26,5.56,10.0
2023-06-07,19:47,Social,4.55,4.94,7.83
2023-06-07,12:47,Emotional,8.66,8.84,4.41
2023-06-07,18:47,Creative,5.47,4.29,6.02
2023-06-07,18:47,Analytical,7.14,5.97,10.0
2023-06-08,19:23,Emotional,1.0,2.35,5.58
2023-06-08,10:23,Creative,2.61,1.91,3.89
2023-06-08,12:23,Social,1.0,1.91,3.06
2023-06-09,10:55,Emotional,4.53,3.31,1.48
2023-06-09,17:55,Social,3.59,4.7,5.63
2023-06-09,20:55,Analytical,5.39,6.05,10.0
2023-06-09,13:55,Emotional,7.13,6.16,2.55
2023-06-09,10:55,Social,8.69,10.0,6.82
2023-06-09,11:55,Creative,3.24,4.2,6.22
2023-06-09,16:55,Emotional,4.98,5.87,7.11
2023-06-10,11:44,Analytical,3.44,3.11,7.27
2023-06-10,15:44,Social,5.48,5.74,7.82
2023-06-10,10:44,Social,4.17,4.35,1.0
2023-06-10,12:44,Creative,4.04,4.81,5.17
2023-06-10,12:44,Analytical,4.52,3.48,7.96
2023-06-10,16:44,Creative,5.54,6.37,2.5
2023-06-10,13:44,Emotional,4.48,4.2,5.39
2023-06-11,21:30,Creative,4.24,3.89,7.6
2023-06-11,08:30,Social,2.29,4.07,6.87
2023-06-11,12:30,Emotional,5.1,6.0,3.0
2023-06-12,21:25,Emotional,7.01,6.89,10.0
2023-06-12,10:25,Creative,7.94,8.39,7.54
2023-06-12,14:25,Analytical,9.24,10.0,10.0
2023-06-12,17:25,Creative,7.89,8.56,9.88
2023-06-12,09:25,Emotional,8.77,9.88,10.0
2023-06-13,20:35,Social,6.71,7.36,6.87
2023-06-13,16:35,Social,5.52,5.25,7.49
2023-06-13,21:35,Analytical,4.91,5.77,2.11
2023-06-13,16:35,Emotional,10.0,10.0,7.12
2023-06-13,16:35,Emotional,6.92,7.22,6.46
2023-06-13,20:35,Creative,7.19,7.05,7.45
2023-06-13,20:35,Social,7.18,5.86,7.72
2023-06-14,10:02,Social,4.68,4.81,5.02
2023-06-14,13:02,Social,6.14,5.79,5.9
2023-06-14,06:02,Analytical,6.88,6.8,5.88
2023-06-14,20:02,Emotional,4.29,5.53,4.93
2023-06-15,14:36,Emotional,3.73,3.62,1.67
2023-06-15,17:36,Emotional,2.82,2.52,4.63
2023-06-15,18:36,Social,1.0,1.01,2.47
2023-06-16,08:29,Creative,3.47,2.91,5.21
2023-06-16,13:29,Emotional,4.99,3.62,6.99
2023-06-16,21:29,Social,7.11,7.39,7.98
2023-06-16,08:29,Emotional,6.7,7.94,10.0
2023-06-16,23:29,Creative,4.31,3.59,7.93
2023-06-16,20:29,Creative,6.12,6.9,10.0
2023-06-17,09:55,Analytical,4.94,5.37,3.97
2023-06-17,18:55,Creative,7.63,7.29,5.31
2023-06-17,12:55,Analytical,4.41,3.76,4.47
2023-06-17,15:55,Creative,3.64,2.27,4.36
2023-06-17,11:55,Social,7.35,8.09,7.78
2023-06-17,19:55,Emotional,6.19,8.03,2.39
2023-06-18,20:29,Emotional,1.0,1.0,2.97
2023-06-18,17:29,Emotional,1.68,1.24,4.35
2023-06-18,10:29,Emotional,2.19,1.47,1.0
2023-06-18,19:29,Creative,1.0,1.0,3.42
2023-06-19,23:21,Social,1.0,1.0,1.77
2023-06-19,17:21,Social,2.44,1.37,2.33
2023-06-19,13:21,Creative,1.0,1.0,2.3
2023-06-19,20:21,Emotional,3.99,4.39,3.89
2023-06-19,08:21,Emotional,1.43,1.81,5.41
2023-06-19,22:21,Creative,2.84,4.44,4.95
2023-06-20,18:28,Social,6.12,6.25,6.92
2023-06-20,19:28,Social,3.55,3.09,6.27
2023-06-20,12:28,Analytical,5.76,6.27,7.77
2023-06-21,11:23,Creative,1.7,1.0,5.94
2023-06-21,06:23,Social,2.75,6.13,6.51
2023-06-21,04:23,Emotional,3.72,3.21,4.52
2023-06-21,11:23,Creative,3.88,4.0,4.57
2023-06-21,19:23,Analytical,3.93,5.27,8.25
2023-06-21,15:23,Analytical,4.72,3.37,6.56
2023-06-21,16:23,Creative,6.17,7.54,6.95
2023-06-22,22:02,Emotional,6.11,6.16,5.92
2023-06-22,15:02,Creative,2.95,3.25,7.32
2023-06-22,23:02,Creative,3.09,2.23,4.85
2023-06-22,18:02,Creative,3.64,4.29,3.75
2023-06-23,08:14,Analytical,6.05,4.76,7.24
2023-06-23,12:14,Social,1.82,1.0,5.21
2023-06-23,20:14,Creative,2.59,1.48,1.37
2023-06-23,20:14,Creative,2.96,3.93,5.9
2023-06-23,11:14,Social,3.06,3.53,4.68
2023-06-24,07:51,Emotional,3.0,1.57,5.46
2023-06-24,09:51,Creative,4.9,5.75,7.38
2023-06-24,18:51,Analytical,6.55,6.27,3.11
2023-06-24,04:51,Analytical,6.26,6.78,1.09
2023-06-24,17:51,Social,3.89,3.2,6.11
2023-06-24,16:51,Analytical,4.43,4.4,5.45
2023-06-24,17:51,Emotional,4.9,4.18,4.59
2023-06-25,10:51,Analytical,5.17,5.55,8.31
2023-06-25,21:51,Social,5.13,6.65,6.54
2023-06-25,08:51,Emotional,8.58,7.94,3.12
2023-06-25,19:51,Analytical,7.39,7.64,7.24
2023-06-25,18:51,Social,5.32,5.29,6.15
2023-06-25,21:51,Social,5.83,6.67,7.54
2023-06-25,10:51,Analytical,7.7,7.47,6.49
2023-06-26,15:28,Analytical,1.0,1.0,1.0
2023-06-26,12:28,Emotional,1.0,1.0,4.13
2023-06-26,20:28,Emotional,1.0,1.35,1.0
2023-06-26,11:28,Creative,1.0,1.0,1.0
2023-06-27,13:07,Emotional,2.54,3.81,5.07
2023-06-27,10:07,Emotional,2.84,2.82,2.9
2023-06-27,09:07,Social,2.0,2.43,1.56
2023-06-27,22:07,Creative,3.71,3.32,5.98
2023-06-27,15:07,Emotional,4.26,2.58,3.17
2023-06-27,16:07,Social,1.53,1.0,2.26
2023-06-28,23:16,Emotional,7.11,7.72,9.11
2023-06-28,17:16,Analytical,5.19,4.45,4.52
2023-06-28,13:16,Creative,4.33,4.77,4.13
2023-06-28,18:16,Analytical,1.68,4.97,5.0
2023-06-28,16:16,Emotional,2.96,3.07,4.79
2023-06-29,16:16,Emotional,1.28,2.57,2.78
2023-06-29,14:16,Creative,1.0,1.0,2.1
2023-06-29,14:16,Social,3.23,4.4,3.25
2023-06-29,19:16,Emotional,1.0,1.0,3.06
2023-06-29,09:16,Creative,1.6,1.23,2.07
2023-06-29,09:16,Emotional,1.0,1.0,1.0
2023-06-29,17:16,Emotional,1.0,1.0,5.45
2023-06-30,07:24,Creative,4.38,4.56,6.84
2023-06-30,16:24,Creative,7.55,8.81,6.27
2023-06-30,07:24,Emotional,4.89,4.23,5.91
2023-06-30,18:24,Social,4.95,5.51,7.23
2023-07-01,12:17,Emotional,7.47,8.73,10.0
2023-07-01,11:17,Emotional,6.77,7.87,7.39
2023-07-01,18:17,Social,8.36,9.42,10.0
2023-07-01,22:17,Creative,6.73,6.06,5.3
2023-07-01,22:17,Creative,6.52,8.06,7.47
2023-07-01,22:17,Social,7.76,8.61,7.52
2023-07-02,08:30,Emotional,10.0,7.09,6.67
2023-07-02,13:30,Emotional,7.16,6.34,9.79
2023-07-02,12:30,Creative,8.97,9.36,10.0
2023-07-03,14:07,Analytical,2.32,1.1,5.2
2023-07-03,12:07,Emotional,2.3,1.0,6.35
2023-07-03,21:07,Social,5.34,6.9,4.78
2023-07-03,06:07,Creative,4.19,5.56,3.13
2023-07-04,20:40,Analytical,9.65,9.92,10.0
2023-07-04,21:40,Analytical,8.26,9.56,8.93
2023-07-04,19:40,Analytical,5.75,7.21,6.58
2023-07-04,17:40,Analytical,9.86,9.77,10.0
2023-07-05,19:58,Creative,8.83,9.26,8.89
2023-07-05,12:58,Emotional,7.76,5.75,8.11
2023-07-05,10:58,Creative,5.46,5.63,5.58
2023-07-06,20:07,Creative,1.05,2.66,6.61
2023-07-06,07:07,Emotional,2.82,3.01,3.97
2023-07-06,14:07,Analytical,4.18,3.51,6.46
2023-07-06,12:07,Analytical,2.95,2.53,4.51
2023-07-07,16:51,Analytical,5.06,5.39,5.18
2023-07-07,13:51,Creative,6.15,7.37,4.81
2023-07-07,14:51,Social,5.26,5.72,5.38
2023-07-07,21:51,Analytical,6.65,7.2,8.42
2023-07-08,08:35,Emotional,7.33,6.38,8.09
2023-07-08,09:35,Creative,6.78,7.35,6.39
2023-07-08,22:35,Analytical,10.0,10.0,8.74
2023-07-08,21:35,Analytical,10.0,8.36,10.0
2023-07-08,22:35,Creative,7.35,7.23,5.0
2023-07-08,10:35,Creative,8.96,7.86,8.91
2023-07-08,22:35,Emotional,7.42,6.34,7.1
2023-07-09,05:35,Social,1.0,1.0,1.0
2023-07-09,08:35,Social,1.0,3.6,2.78
2023-07-09,11:35,Social,1.0,1.0,1.88
2023-07-09,05:35,Emotional,1.0,1.9,2.25
2023-07-09,18:35,Emotional,1.22,1.0,4.47
2023-07-09,20:35,Creative,1.0,1.0,6.17
2023-07-09,15:35,Social,1.0,1.0,1.0
2023-07-10,16:23,Emotional,8.63,10.0,8.96
2023-07-10,15:23,Creative,4.38,6.8,6.71
2023-07-10,17:23,Emotional,6.34,6.52,5.87
2023-07-10,16:23,Social,4.49,4.28,7.19
2023-07-10,10:23,Creative,5.42,5.39,8.99
2023-07-10,22:23,Analytical,1.0,1.51,7.41
2023-07-10,17:23,Social,6.59,6.53,6.39
2023-07-11,12:32,Creative,9.29,10.0,7.66
2023-07-11,09:32,Social,8.21,9.89,4.01
2023-07-11,16:32,Analytical,7.27,8.74,10.0
2023-07-11,21:32,Emotional,8.59,8.14,6.5
2023-07-11,12:32,Creative,6.92,8.47,7.0
2023-07-11,10:32,Creative,7.96,7.21,9.95
2023-07-12,16:58,Emotional,5.33,5.23,3.08
2023-07-12,17:58,Social,3.71,3.72,3.8
2023-07-12,10:58,Emotional,9.29,7.23,4.85
2023-07-12,13:58,Creative,6.16,5.79,4.24
2023-07-13,11:31,Creative,5.54,4.55,7.85
2023-07-13,18:31,Creative,9.9,9.98,10.0
2023-07-13,11:31,Creative,7.74,8.85,2.82
2023-07-13,16:31,Social,6.52,7.83,7.28
2023-07-13,19:31,Emotional,9.62,10.0,7.48
2023-07-14,17:01,Social,5.11,4.1,6.02
2023-07-14,18:01,Emotional,4.02,4.45,4.37
2023-07-14,13:01,Emotional,6.77,7.4,3.96
2023-07-14,19:01,Emotional,8.19,8.7,8.78
2023-07-15,21:18,Emotional,4.65,5.28,8.86
2023-07-15,20:18,Social,5.64,7.65,6.7
2023-07-15,20:18,Analytical,8.0,8.3,7.78
2023-07-15,19:18,Analytical,3.78,4.16,5.14
2023-07-15,20:18,Emotional,4.52,6.27,6.18
2023-07-16,23:24,Emotional,3.75,3.39,3.89
2023-07-16,09:24,Creative,7.4,6.71,7.55
2023-07-16,15:24,Emotional,7.29,6.79,7.55
2023-07-16,18:24,Emotional,3.71,6.15,8.36
2023-07-17,16:29,Social,3.95,3.18,5.07
2023-07-17,18:29,Emotional,3.73,5.69,2.85
2023-07-17,12:29,Creative,4.45,4.43,5.07
2023-07-18,20:52,Emotional,5.84,5.73,8.36
2023-07-18,09:52,Analytical,7.42,7.84,1.0
2023-07-18,13:52,Creative,6.45,4.8,7.9
2023-07-18,16:52,Social,8.22,7.29,6.09
2023-07-18,21:52,Analytical,5.61,6.84,6.8
2023-07-18,18:52,Social,8.6,9.01,7.09
2023-07-18,13:52,Emotional,6.11,6.93,3.13
2023-07-19,18:59,Analytical,6.71,6.64,8.76
2023-07-19,09:59,Analytical,6.3,5.26,7.32
2023-07-19,16:59,Emotional,4.46,2.54,8.76
2023-07-19,17:59,Social,6.95,7.42,9.92
2023-07-19,15:59,Analytical,5.59,4.16,7.17
2023-07-19,21:59,Creative,5.56,4.72,7.15
2023-07-19,08:59,Emotional,5.17,3.33,6.43
2023-07-20,11:42,Creative,4.84,5.07,6.6
2023-07-20,16:42,Creative,8.21,9.82,9.27
2023-07-20,09:42,Social,4.22,5.72,10.0
2023-07-20,14:42,Emotional,6.57,7.9,6.81
2023-07-20,15:42,Emotional,3.75,2.99,10.0
2023-07-20,07:42,Creative,4.31,4.31,7.98
2023-07-21,14:54,Emotional,1.73,1.29,4.91
2023-07-21,18:54,Creative,1.66,1.0,5.2
2023-07-21,09:54,Emotional,4.11,4.98,3.15
2023-07-22,15:08,Social,1.0,1.0,7.87
2023-07-22,19:08,Emotional,3.48,4.18,6.51
2023-07-22,14:08,Emotional,3.14,3.26,6.05
2023-07-22,16:08,Analytical,2.19,1.0,6.18
2023-07-22,12:08,Analytical,4.86,3.75,6.37
2023-07-22,21:08,Social,5.03,5.03,3.09
2023-07-23,23:58,Analytical,4.46,3.91,4.38
2023-07-23,09:58,Emotional,4.42,2.82,2.72
2023-07-23,08:58,Social,3.8,3.78,6.3
2023-07-23,09:58,Emotional,6.59,6.69,6.81
2023-07-23,23:58,Emotional,2.31,3.08,4.56
2023-07-23,18:58,Analytical,4.38,4.27,7.68
2023-07-24,09:21,Analytical,6.38,4.1,8.42
2023-07-24,12:21,Analytical,9.05,9.2,10.0
2023-07-24,21:21,Creative,8.5,7.94,4.2
2023-07-25,23:23,Emotional,3.7,4.73,4.88
2023-07-25,00:23,Social,4.1,4.52,3.63
2023-07-25,14:23,Emotional,4.99,6.63,5.31
2023-07-26,10:38,Emotional,1.59,1.53,1.0
2023-07-26,19:38,Social,3.79,4.25,8.62
2023-07-26,05:38,Social,3.0,3.41,3.55
2023-07-27,16:58,Analytical,3.62,2.1,5.11
2023-07-27,19:58,Analytical,3.7,4.0,4.25
2023-07-27,07:58,Creative,3.78,3.45,4.84
2023-07-27,17:58,Social,3.78,3.82,7.02
2023-07-27,11:58,Emotional,3.48,3.13,5.14
2023-07-27,14:58,Emotional,2.59,2.23,9.56
2023-07-27,21:58,Creative,2.29,2.01,4.73
2023-07-28,21:14,Creative,2.33,2.0,4.91
2023-07-28,16:14,Creative,1.0,2.04,5.62
2023-07-28,16:14,Emotional,1.0,1.0,2.4
2023-07-28,15:14,Analytical,2.84,5.42,5.44
2023-07-28,10:14,Analytical,1.0,1.0,4.24
2023-07-28,14:14,Emotional,3.08,1.77,4.08
2023-07-28,12:14,Emotional,1.63,1.0,4.87
2023-07-29,13:19,Creative,7.46,8.3,8.26
2023-07-29,12:19,Emotional,5.55,6.27,7.73
2023-07-29,11:19,Social,6.5,5.89,6.12
2023-07-29,14:19,Creative,6.41,8.85,7.71
2023-07-29,12:19,Emotional,5.38,4.55,6.13
2023-07-30,12:25,Social,6.53,6.13,7.44
2023-07-30,11:25,Social,2.7,2.97,7.21
2023-07-30,08:25,Social,2.41,1.77,8.95
2023-07-31,17:33,Analytical,7.37,8.16,8.12
2023-07-31,19:33,Social,6.08,8.1,6.64
2023-07-31,17:33,Creative,6.26,4.81,4.9
2023-07-31,11:33,Social,3.59,4.87,1.44
2023-08-01,08:58,Analytical,1.24,1.0,1.82
2023-08-01,10:58,Analytical,1.1,2.49,4.27
2023-08-01,10:58,Creative,1.0,2.07,3.52
2023-08-01,08:58,Social,1.4,1.0,1.5
2023-08-01,16:58,Emotional,1.0,1.05,3.64
2023-08-01,18:58,Creative,3.66,4.04,1.0
2023-08-01,11:58,Analytical,2.23,1.0,1.55
2023-08-02,16:57,Social,3.49,2.83,3.45
2023-08-02,13:57,Analytical,5.52,4.11,6.91
2023-08-02,19:57,Analytical,8.57,7.24,5.63
2023-08-02,05:57,Social,1.0,1.0,7.49
2023-08-02,18:57,Social,5.79,5.87,7.98
2023-08-02,08:57,Emotional,8.53,10.0,5.15
2023-08-02,16:57,Emotional,2.53,2.13,4.31
2023-08-03,20:20,Emotional,3.74,2.55,4.25
2023-08-03,14:20,Analytical,4.82,4.71,2.51
2023-08-03,19:20,Social,4.82,2.94,3.74
2023-08-04,16:01,Emotional,6.26,6.28,7.2
2023-08-04,09:01,Creative,7.24,7.21,6.1
2023-08-04,15:01,Creative,5.71,5.1,8.42
2023-08-05,06:03,Creative,7.02,7.87,8.78
2023-08-05,10:03,Creative,7.21,7.83,7.29
2023-08-05,21:03,Analytical,9.45,9.66,7.55
2023-08-05,07:03,Creative,8.78,9.33,10.0
2023-08-05,15:03,Emotional,9.44,9.93,6.48
2023-08-05,19:03,Creative,10.0,8.6,10.0
2023-08-05,19:03,Creative,8.64,7.46,8.49
2023-08-06,11:15,Creative,6.3,7.61,6.03
2023-08-06,18:15,Analytical,6.53,4.19,10.0
2023-08-06,12:15,Analytical,5.32,5.64,7.26
2023-08-06,22:15,Creative,6.27,7.08,10.0
2023-08-07,21:00,Emotional,5.24,5.9,7.16
2023-08-07,17:00,Emotional,6.39,5.93,8.65
2023-08-07,09:00,Analytical,7.03,8.11,5.18
2023-08-07,19:00,Analytical,5.11,5.35,3.76
2023-08-07,00:00,Analytical,7.76,7.74,7.07
2023-08-08,19:00,Analytical,3.55,2.23,3.81
2023-08-08,18:00,Creative,4.25,4.92,5.34
2023-08-08,11:00,Analytical,4.94,4.6,6.01
2023-08-08,06:00,Emotional,6.14,6.85,6.64
2023-08-09,09:07,Social,4.31,2.81,3.97
2023-08-09,09:07,Analytical,5.05,5.04,6.94
2023-08-09,22:07,Social,6.38,7.11,8.58
2023-08-09,20:07,Social,4.01,3.2,5.94
2023-08-10,07:28,Emotional,5.68,7.24,10.0
2023-08-10,22:28,Social,7.67,8.91,4.38
2023-08-10,15:28,Creative,7.77,6.46,8.41
2023-08-10,17:28,Emotional,6.42,7.09,8.88
2023-08-11,11:01,Social,6.95,6.35,7.53
2023-08-11,23:01,Creative,5.17,3.54,4.27
2023-08-11,12:01,Creative,4.71,5.82,7.04
2023-08-11,12:01,Creative,3.18,3.04,10.0
2023-08-11,15:01,Analytical,5.6,5.27,7.09
2023-08-11,11:01,Social,6.08,5.62,7.12
2023-08-11,17:01,Analytical,4.94,5.66,6.45
2023-08-12,13:40,Emotional,3.42,2.66,2.99
2023-08-12,11:40,Emotional,4.11,4.03,5.2
2023-08-12,16:40,Social,2.24,3.14,3.41
2023-08-12,14:40,Creative,2.49,3.28,6.98
2023-08-13,20:50,Emotional,1.0,2.96,4.37
2023-08-13,11:50,Analytical,1.0,1.37,2.97
2023-08-13,19:50,Analytical,2.78,2.74,3.89
2023-08-13,13:50,Creative,1.0,1.99,1.43
2023-08-13,07:50,Creative,1.0,1.37,6.95
2023-08-14,15:15,Creative,4.67,5.37,8.22
2023-08-14,20:15,Emotional,6.42,6.11,3.89
2023-08-14,08:15,Social,1.88,1.62,8.43
2023-08-15,19:14,Creative,5.37,6.07,5.39
2023-08-15,20:14,Social,7.21,7.92,5.97
2023-08-15,14:14,Social,7.31,6.89,8.7
2023-08-15,16:14,Social,7.41,7.46,10.0
2023-08-15,11:14,Emotional,8.05,7.36,7.12
2023-08-15,18:14,Emotional,6.94,7.02,10.0
2023-08-16,15:00,Emotional,6.02,3.99,4.99
2023-08-16,22:00,Social,2.57,2.24,2.11
2023-08-16,10:00,Emotional,4.16,2.64,6.85
2023-08-16,15:00,Analytical,5.97,6.27,5.87
2023-08-17,20:47,Analytical,2.39,2.9,8.8
2023-08-17,11:47,Analytical,5.09,4.66,2.1
2023-08-17,14:47,Social,2.61,3.07,7.11
2023-08-17,10:47,Analytical,4.87,5.67,6.38
2023-08-17,16:47,Creative,4.74,4.08,5.31
2023-08-18,17:51,Social,2.95,2.97,5.4
2023-08-18,21:51,Analytical,7.24,5.93,5.7
2023-08-18,13:51,Social,6.45,7.2,6.41
2023-08-18,14:51,Creative,5.11,6.4,2.57
2023-08-18,15:51,Analytical,2.65,2.64,1.0
2023-08-19,20:56,Creative,4.61,5.83,2.94
2023-08-19,10:56,Emotional,2.2,2.13,3.91
2023-08-19,16:56,Creative,2.95,3.51,3.46
2023-08-19,20:56,Creative,4.17,4.62,2.6
2023-08-20,13:48,Creative,4.86,3.5,4.3
2023-08-20,12:48,Social,4.31,3.58,5.1
2023-08-20,14:48,Emotional,3.67,2.81,4.34
2023-08-21,19:44,Emotional,6.3,5.75,10.0
2023-08-21,19:44,Social,5.39,6.4,6.38
2023-08-21,22:44,Social,4.91,5.01,8.47
2023-08-22,10:57,Emotional,8.26,9.83,10.0
2023-08-22,06:57,Analytical,7.76,7.1,8.23
2023-08-22,14:57,Emotional,6.48,7.41,4.73
2023-08-22,12:57,Analytical,10.0,10.0,3.95
2023-08-22,07:57,Social,5.82,6.64,9.67
2023-08-23,12:54,Social,1.9,2.61,1.0
2023-08-23,13:54,Creative,3.67,4.78,3.71
2023-08-23,20:54,Creative,1.55,1.69,3.6
2023-08-23,21:54,Social,4.75,3.87,3.26
2023-08-24,12:16,Creative,1.96,2.13,6.53
2023-08-24,17:16,Analytical,3.71,3.9,8.9
2023-08-24,13:16,Emotional,4.67,4.94,7.4
2023-08-24,10:16,Social,3.19,5.24,5.91
2023-08-24,09:16,Creative,5.98,6.75,6.57
2023-08-24,12:16,Social,5.9,6.15,4.01
2023-08-24,10:16,Emotional,4.49,3.88,5.93
2023-08-25,09:04,Analytical,1.0,2.13,4.93
2023-08-25,18:04,Analytical,2.01,3.28,1.04
2023-08-25,00:04,Creative,1.0,1.0,3.02
2023-08-25,23:04,Emotional,1.0,1.0,4.32
2023-08-25,12:04,Social,1.0,1.0,1.0
2023-08-26,06:59,Emotional,6.54,7.58,7.5
2023-08-26,12:59,Analytical,8.86,10.0,7.28
2023-08-26,16:59,Emotional,4.26,2.95,5.63
2023-08-26,07:59,Social,6.65,8.47,7.23
2023-08-27,12:23,Social,9.56,9.32,9.59
2023-08-27,16:23,Creative,9.05,7.07,7.51
2023-08-27,10:23,Analytical,9.74,10.0,5.95
2023-08-27,18:23,Creative,4.17,3.8,8.2
2023-08-27,22:23,Social,6.49,6.63,9.35
2023-08-27,20:23,Analytical,9.32,6.96,5.71
2023-08-28,16:12,Emotional,5.52,6.09,8.4
2023-08-28,16:12,Emotional,6.68,6.3,6.76
2023-08-28,21:12,Emotional,4.88,5.65,5.58
2023-08-29,09:53,Analytical,2.58,2.79,2.57
2023-08-29,10:53,Social,1.0,1.0,1.36
2023-08-29,14:53,Social,1.0,1.0,2.27
2023-08-29,14:53,Social,2.19,2.76,1.67
2023-08-29,15:53,Analytical,1.37,1.0,2.96
2023-08-30,16:37,Social,5.52,6.48,5.72
2023-08-30,05:37,Analytical,2.97,3.72,1.31
2023-08-30,07:37,Analytical,3.33,3.91,6.16
2023-08-30,07:37,Creative,4.21,4.51,4.29
2023-08-30,15:37,Social,4.01,3.06,2.99
2023-08-30,16:37,Analytical,3.8,3.97,1.03
2023-08-31,21:55,Social,2.73,3.51,3.97
2023-08-31,08:55,Social,5.61,4.93,3.4
2023-08-31,20:55,Analytical,1.96,1.88,3.46
2023-08-31,13:55,Creative,1.0,1.0,3.92
2023-08-31,07:55,Emotional,3.89,6.1,6.79
2023-09-01,16:46,Social,1.3,1.0,3.93
2023-09-01,07:46,Social,5.14,4.98,1.59
2023-09-01,15:46,Emotional,1.72,2.47,5.63
2023-09-02,18:51,Creative,3.82,4.5,1.57
2023-09-02,15:51,Social,4.27,5.13,4.45
2023-09-02,08:51,Emotional,2.86,1.0,9.3
2023-09-02,21:51,Emotional,3.04,3.28,7.33
2023-09-02,12:51,Creative,6.38,6.23,5.04
2023-09-03,18:08,Social,5.93,7.21,6.72
2023-09-03,19:08,Creative,4.24,2.7,4.62
2023-09-03,23:08,Analytical,7.47,7.14,5.84
2023-09-03,18:08,Emotional,4.6,4.68,6.58
2023-09-03,15:08,Emotional,5.26,6.61,10.0
2023-09-03,17:08,Analytical,3.75,4.08,5.51
2023-09-03,10:08,Social,5.3,5.61,6.63
2023-09-04,21:30,Creative,7.2,7.88,8.02
2023-09-04,18:30,Creative,5.89,5.26,4.55
2023-09-04,14:30,Social,5.58,7.54,5.85
2023-09-04,17:30,Emotional,5.07,5.39,7.21
2023-09-04,20:30,Emotional,6.56,7.97,8.53
2023-09-05,14:39,Emotional,2.49,2.07,3.27
2023-09-05,09:39,Analytical,5.1,4.79,1.0
2023-09-05,15:39,Emotional,3.21,1.68,8.65
2023-09-05,18:39,Creative,1.84,1.68,4.8
2023-09-06,12:38,Creative,1.63,1.34,4.53
2023-09-06,12:38,Analytical,4.86,5.62,6.65
2023-09-06,22:38,Emotional,1.0,1.32,4.0
2023-09-06,14:38,Emotional,2.59,3.97,3.25
2023-09-06,21:38,Social,1.46,1.99,1.0
2023-09-06,14:38,Social,1.71,1.58,1.85
2023-09-07,16:44,Analytical,7.73,6.67,5.91
2023-09-07,17:44,Creative,6.09,7.44,6.16
2023-09-07,21:44,Analytical,7.55,8.25,6.43
2023-09-08,09:16,Emotional,2.0,1.0,4.67
2023-09-08,05:16,Social,2.82,3.74,5.95
2023-09-08,12:16,Creative,3.36,2.2,5.48
2023-09-08,12:16,Creative,2.11,1.35,2.5
2023-09-09,11:22,Creative,7.67,8.84,8.44
2023-09-09,05:22,Emotional,7.21,5.69,9.55
2023-09-09,12:22,Analytical,7.21,7.33,7.74
2023-09-09,20:22,Social,9.14,8.98,8.33
2023-09-09,18:22,Creative,8.61,10.0,10.0
2023-09-09,18:22,Creative,7.75,7.75,7.4
2023-09-10,19:45,Social,4.35,3.8,6.12
2023-09-10,15:45,Emotional,6.76,5.68,10.0
2023-09-10,15:45,Social,6.9,6.92,7.66
2023-09-10,18:45,Emotional,4.94,5.21,9.84
2023-09-10,14:45,Emotional,4.72,3.19,9.07
2023-09-10,18:45,Analytical,6.76,5.64,6.19
2023-09-10,11:45,Emotional,4.49,3.76,7.01
2023-09-11,09:09,Analytical,3.12,2.47,3.98
2023-09-11,20:09,Emotional,2.68,2.85,4.87
2023-09-11,08:09,Creative,4.76,5.27,2.32
2023-09-11,16:09,Creative,3.81,4.41,4.63
2023-09-12,17:30,Analytical,4.13,4.13,6.6
2023-09-12,23:30,Social,4.19,2.73,6.44
2023-09-12,00:30,Social,5.52,5.1,6.45
2023-09-12,11:30,Creative,4.21,3.78,7.69
2023-09-12,09:30,Social,5.34,3.67,5.67
2023-09-12,10:30,Emotional,4.26,4.53,7.26
2023-09-13,09:11,Analytical,4.15,4.91,4.58
2023-09-13,16:11,Analytical,8.98,8.93,4.31
2023-09-13,13:11,Emotional,4.43,4.78,6.02
2023-09-13,05:11,Social,6.0,7.61,5.4
2023-09-13,18:11,Creative,6.23,7.65,7.34
2023-09-13,17:11,Creative,3.73,4.24,4.47
2023-09-14,16:06,Emotional,3.12,2.3,8.32
2023-09-14,17:06,Creative,3.21,2.42,2.42
2023-09-14,20:06,Creative,2.14,2.93,3.26
2023-09-14,17:06,Analytical,3.39,3.27,1.65
2023-09-14,08:06,Emotional,1.0,1.86,3.11
2023-09-14,10:06,Analytical,1.95,2.74,1.0
2023-09-15,10:42,Social,4.23,4.45,8.89
2023-09-15,13:42,Creative,1.48,3.03,5.7
2023-09-15,15:42,Creative,4.5,6.18,6.67
2023-09-15,13:42,Analytical,4.87,5.11,4.58
2023-09-15,23:42,Analytical,4.23,3.51,5.46
2023-09-15,18:42,Analytical,1.0,1.43,5.31
2023-09-15,11:42,Social,3.26,3.48,2.68
2023-09-16,18:42,Social,4.32,4.21,3.09
2023-09-16,18:42,Social,1.0,1.02,6.15
2023-09-16,10:42,Emotional,2.98,3.83,4.47
